timestamp,Open,High,Low,Close,Adj Close,Volume,Pivot,R1,S1,R2,S2,R3,S3
2020-08-26,11366.894531,11530.052734,11296.993164,11488.363281,11488.363281,22466660958.0,11438.469726333335,11346.886718666668,11346.886718666668,11671.529296333336,11205.410156333333,11904.588866333337,10972.350586333332
2020-08-27,11485.608398,11570.786133,11185.941406,11323.397461,11323.397461,23240415076.0,11360.041666666666,11149.297200333333,11149.297200333333,11744.886393666666,10975.196939666666,12129.731120666665,10590.352212666667
2020-08-28,11325.295898,11545.615234,11316.422852,11542.5,11542.5,19807127588.0,11468.179362,11390.74349,11390.74349,11697.371744000002,11238.98698,11926.564126000003,11009.794597999999
2020-08-29,11541.054688,11585.640625,11466.292969,11506.865234,11506.865234,17485597759.0,11519.599609333332,11453.558593666665,11453.558593666665,11638.947265333332,11400.251953333332,11758.294921333332,11280.904297333333
2020-08-30,11508.713867,11715.264648,11492.381836,11711.505859,11711.505859,19760127945.0,11639.717447666668,11564.170247333335,11564.170247333335,11862.600259666668,11416.834635666668,12085.483071666667,11193.951823666668
2020-08-31,11713.306641,11768.876953,11598.318359,11680.820313,11680.820313,22285928250.0,11682.671875,11596.466797,11596.466797,11853.230469,11512.113281,12023.789063,11341.554687
2020-09-01,11679.316406,12067.081055,11601.128906,11970.478516,11970.478516,27311555343.0,11879.562825666668,11692.044596333335,11692.044596333335,12345.514974666668,11413.610676666667,12811.467123666669,10947.658527666666
2020-09-02,11964.823242,11964.823242,11290.793945,11414.03418,11414.03418,28037405299.0,11556.550455666666,11148.27766933333,11148.27766933333,12230.579752666667,10882.521158666665,12904.609049666667,10208.491861666664
2020-09-03,11407.191406,11443.022461,10182.464844,10245.296875,10245.296875,31927261555.0,10623.594726666668,9804.166992333336,9804.166992333336,11884.152343666668,9363.037109666668,13144.709960666669,8102.479492666667
2020-09-04,10230.365234,10663.919922,10207.94043,10511.813477,10511.813477,29965130374.0,10461.224609666666,10258.529297333333,10258.529297333333,10917.204101666664,10005.245117666667,11373.183593666663,9549.265625666669
2020-09-05,10512.530273,10581.571289,9946.675781,10169.567383,10169.567383,44916565292.0,10232.604817666666,9883.638346333333,9883.638346333333,10867.500325666666,9597.709309666667,11502.395833666666,8962.813801666667
2020-09-06,10167.216797,10353.927734,10056.885742,10280.351563,10280.351563,37071460174.0,10230.388346333335,10106.84895866667,10106.84895866667,10527.430338333335,9933.346354333335,10824.472330333336,9636.304362333334
2020-09-07,10280.998047,10399.15332,9916.493164,10369.563477,10369.563477,33703098409.0,10228.403320333333,10057.653320666666,10057.653320666666,10711.063476333333,9745.743164333333,11193.723632333333,9263.083008333333
2020-09-08,10369.306641,10414.775391,9945.110352,10131.516602,10131.516602,33430927462.0,10163.800781666667,9912.826172333334,9912.826172333334,10633.465820666666,9694.135742666667,11103.130859666666,9224.470703666668
2020-09-09,10134.151367,10350.542969,10017.250977,10242.347656,10242.347656,24128292755.0,10203.380533999998,10056.218098999996,10056.218098999996,10536.672525999998,9870.088541999998,10869.964517999999,9536.796549999997
2020-09-10,10242.330078,10503.912109,10238.135742,10363.138672,10363.138672,54406443211.0,10368.395507666668,10232.878906333335,10232.878906333335,10634.171874666668,10102.619140666668,10899.948241666669,9836.842773666667
2020-09-11,10369.02832,10434.922852,10140.836914,10400.915039,10400.915039,45201121775.0,10325.558268333332,10216.193684666665,10216.193684666665,10619.644206333332,10031.472330333332,10913.730144333333,9737.386392333332
2020-09-12,10409.861328,10578.837891,10292.386719,10442.170898,10442.170898,36750077324.0,10437.798502666667,10296.759114333334,10296.759114333334,10724.249674666666,10151.347330666667,11010.700846666665,9864.896158666668
2020-09-13,10452.399414,10577.214844,10224.330078,10323.755859,10323.755859,36506852789.0,10375.100260333335,10172.985676666669,10172.985676666669,10727.985026333334,10022.215494333335,11080.869792333333,9669.330728333336
2020-09-14,10328.734375,10800.010742,10266.008789,10680.837891,10680.837891,35453581940.0,10582.285807333332,10364.560872666663,10364.560872666663,11116.287760333333,10048.283854333331,11650.289713333334,9514.28190133333
2020-09-15,10677.754883,10938.631836,10656.459961,10796.951172,10796.951172,32509451925.0,10797.347656333333,10656.063476666666,10656.063476666666,11079.519531333333,10515.175781333333,11361.691406333333,10233.003906333333
2020-09-16,10797.761719,11100.124023,10704.884766,10974.905273,10974.905273,30769986455.0,10926.638020666665,10753.15201833333,10753.15201833333,11321.877277666666,10531.398763666664,11717.116534666668,10136.159506666663
2020-09-17,10973.251953,11037.420898,10774.62793,10948.990234,10948.990234,38151810523.0,10920.346354,10803.271809999998,10803.271809999998,11183.139321999999,10657.553386,11445.932289999999,10394.760418
2020-09-18,10951.820313,11034.908203,10829.657227,10944.585938,10944.585938,26341903912.0,10936.383789333335,10837.859375666669,10837.859375666669,11141.634765333336,10731.132813333334,11346.885741333337,10525.881837333332
2020-09-19,10933.75293,11134.092773,10909.618164,11094.34668,11094.34668,22764204008.0,11046.019205666666,10957.94563833333,10957.94563833333,11270.493814666666,10821.544596666665,11494.968423666667,10597.069987666664
2020-09-20,11095.870117,11095.870117,10814.477539,10938.271484,10938.271484,24699523788.0,10949.539713333332,10803.209309666663,10803.209309666663,11230.932291333333,10668.14713533333,11512.324869333333,10386.75455733333
2020-09-21,10934.925781,10988.304688,10380.260742,10462.259766,10462.259766,28884999244.0,10610.275065333333,10232.245442666666,10232.245442666666,11218.319011333333,10002.231119333333,11826.362957333333,9394.187173333334
2020-09-22,10459.624023,10568.077148,10382.726563,10538.459961,10538.459961,23621787804.0,10496.421224,10424.7653,10424.7653,10681.771809,10311.070639,10867.122394,10125.720054
2020-09-23,10539.457031,10637.847656,10185.774414,10225.864258,10225.864258,22986733997.0,10349.828776,10061.809896,10061.809896,10801.902018,9897.755534,11253.975260000001,9445.682292
2020-09-24,10227.479492,10765.794922,10215.205078,10745.548828,10745.548828,23017536742.0,10575.516276,10385.237630000001,10385.237630000001,11126.106119999999,10024.926432000002,11676.695963999997,9474.336588000004
2020-09-25,10747.472656,10757.548828,10594.047852,10702.290039,10702.290039,21232549821.0,10684.628906333333,10611.708984666666,10611.708984666666,10848.129882333335,10521.127930333332,11011.630858333336,10357.626954333331
2020-09-26,10702.237305,10778.5,10682.082031,10754.4375,10754.4375,18105012128.0,10738.339843666667,10698.179687333333,10698.179687333333,10834.757812666667,10641.921874666667,10931.175781666667,10545.503905666666
2020-09-27,10752.939453,10804.732422,10643.458008,10774.426758,10774.426758,18016880214.0,10740.872395999999,10677.012369999999,10677.012369999999,10902.146809999998,10579.597982,11063.421223999998,10418.323568
2020-09-28,10771.641602,10949.123047,10716.676758,10721.327148,10721.327148,22720365389.0,10795.708984333332,10642.294921666666,10642.294921666666,11028.155273333332,10563.262695333333,11260.601562333331,10330.816406333333
2020-09-29,10712.462891,10858.939453,10665.344727,10848.830078,10848.830078,20459870042.0,10791.038086,10723.136719,10723.136719,10984.632812000002,10597.44336,11178.227538000003,10403.848633999998
2020-09-30,10845.411133,10856.52832,10689.670898,10787.618164,10787.618164,20759622010.0,10777.939127333333,10699.349934666667,10699.349934666667,10944.796549333332,10611.081705333334,11111.653971333331,10444.224283333335
2020-10-01,10785.010742,10915.84375,10493.552734,10623.330078,10623.330078,27178227816.0,10677.575520666667,10439.307291333334,10439.307291333334,11099.866536666666,10255.284504666668,11522.157552666666,9832.993488666669
2020-10-02,10624.390625,10662.813477,10440.311523,10585.164063,10585.164063,23127839259.0,10562.763021,10462.712565000002,10462.712565000002,10785.264975,10340.261067000001,11007.766929,10117.759113000002
2020-10-03,10583.806641,10614.091797,10527.978516,10565.493164,10565.493164,17094010304.0,10569.187825666666,10524.283854333333,10524.283854333333,10655.301106666666,10483.074544666666,10741.414387666666,10396.961263666666
2020-10-04,10567.919922,10700.791016,10531.342773,10684.428711,10684.428711,17546792792.0,10638.854166666666,10576.917317333333,10576.917317333333,10808.302409666665,10469.405923666667,10977.750652666664,10299.957680666668
2020-10-05,10688.03418,10804.000977,10646.443359,10804.000977,10804.000977,19385191766.0,10751.481771,10698.962565000002,10698.962565000002,10909.039389,10593.924153000002,11066.597006999998,10436.366535000003
2020-10-06,10799.77832,10803.456055,10565.197266,10621.664063,10621.664063,22264958686.0,10663.439128,10523.422201,10523.422201,10901.697917000001,10425.180338999999,11139.956706000003,10186.921549999997
2020-10-07,10619.803711,10687.268555,10591.963867,10679.136719,10679.136719,17634388529.0,10652.789713666667,10618.310872333333,10618.310872333333,10748.094401666667,10557.485025666667,10843.399089666667,10462.180337666667
2020-10-08,10677.625,10939.799805,10569.823242,10923.62793,10923.62793,21962121001.0,10811.083659000002,10682.367513000003,10682.367513000003,11181.060222000002,10441.107096000002,11551.036785000002,10071.130533000001
2020-10-09,,,,,,,,,,,,,
2020-10-10,11059.142578,11442.210938,11056.94043,11296.361328,11296.361328,22877978588.0,11265.170898666665,11088.13085933333,11088.13085933333,11650.441406666665,10879.900390666666,12035.711914666665,10494.629882666666
2020-10-11,11296.082031,11428.813477,11288.62793,11384.181641,11384.181641,19968627060.0,11367.207682666665,11305.60188833333,11305.60188833333,11507.393229666664,11227.022135666666,11647.578776666664,11086.836588666667
2020-10-12,,,,,,,,,,,,,
2020-10-13,,,,,,,,,,,,,
2020-10-14,11429.047852,11539.977539,11307.831055,11429.506836,11429.506836,24103426719.0,11425.77181,11311.566081,11311.566081,11657.918294,11193.625326000001,11890.064777999998,10961.478842000002
2020-10-15,11426.602539,11569.914063,11303.603516,11495.349609,11495.349609,24487233058.0,11456.289062666669,11342.664062333337,11342.664062333337,11722.59960966667,11189.978515666668,11988.91015666667,10923.667968666667
2020-10-16,11502.828125,11540.061523,11223.012695,11322.123047,11322.123047,25635480772.0,11361.732421666668,11183.403320333335,11183.403320333335,11678.781249666668,11044.683593666667,11995.83007766667,10727.634765666666
2020-10-17,11322.123047,11386.261719,11285.345703,11358.101563,11358.101563,19130430174.0,11343.236328333334,11300.210937666669,11300.210937666669,11444.152344333334,11242.320312333335,11545.068360333333,11141.404296333336
2020-10-18,11355.982422,11483.359375,11347.578125,11483.359375,11483.359375,18283314340.0,11438.098958333334,11392.838541666668,11392.838541666668,11573.880208333334,11302.317708333334,11709.661458333334,11166.536458333334
2020-10-19,11495.038086,11799.092773,11408.290039,11742.037109,11742.037109,23860769928.0,11649.806640333334,11500.520507666668,11500.520507666668,12040.609374333335,11259.003906333333,12431.412108333336,10868.201172333333
2020-10-20,11745.974609,11999.917969,11681.480469,11916.334961,11916.334961,30915821592.0,11865.911133000001,11731.904297000003,11731.904297000003,12184.348633000001,11547.473633000001,12502.786133000001,11229.036133000001
2020-10-21,11913.077148,13184.566406,11900.928711,12823.689453,12823.689453,43414712626.0,12636.394856666666,12088.223307333332,12088.223307333332,13920.032551666665,11352.757161666666,15203.670246666665,10069.119466666667
2020-10-22,12801.635742,13161.59375,12717.09375,12965.891602,12965.891602,34729759598.0,12948.193034000002,12734.792318000003,12734.792318000003,13392.693034000002,12503.693034000002,13837.193034000002,12059.193034000002
2020-10-23,12971.548828,13015.961914,12752.647461,12931.539063,12931.539063,28974975003.0,12900.049479333335,12784.13704466667,12784.13704466667,13163.363932333334,12636.735026333336,13426.678385333333,12373.420573333337
2020-10-24,12931.574219,13145.066406,12885.74707,13108.0625,13108.0625,24542317940.0,13046.291991999999,12947.517577999997,12947.517577999997,13305.611327999999,12786.972655999998,13564.930664,12527.653319999998
2020-10-25,13108.063477,13329.183594,12910.061523,13031.173828,13031.173828,24406920575.0,13090.139648333332,12851.095702666664,12851.095702666664,13509.261719333332,12671.017577333332,13928.383790333331,12251.895506333332
2020-10-26,13031.201172,13225.297852,12822.382813,13075.248047,13075.248047,29461458313.0,13040.976237333334,12856.654622666669,12856.654622666669,13443.891276333334,12638.061198333335,13846.806315333333,12235.146159333335
2020-10-27,13075.242188,13759.668945,13060.837891,13654.21875,13654.21875,33749878156.0,13491.575195333333,13223.481445666666,13223.481445666666,14190.406249333333,12792.744141333333,14889.237303333333,12093.913087333332
2020-10-28,13654.214844,13837.695313,12932.250977,13271.285156,13271.285156,35867318895.0,13347.077148666665,12856.45898433333,12856.45898433333,14252.521484666666,12441.632812666665,15157.965820666666,11536.188476666664
2020-10-29,13271.298828,13612.047852,12980.05957,13437.882813,13437.882813,56499499598.0,13343.330078333334,13074.612304666669,13074.612304666669,13975.318360333335,12711.341796333334,14607.306642333335,12079.353514333334
2020-10-30,13437.874023,13651.516602,13136.198242,13546.522461,13546.522461,30581485201.0,13444.745768333334,13237.974934666669,13237.974934666669,13960.064128333333,12929.427408333335,14475.382488333333,12414.109048333336
2020-10-31,13546.532227,14028.213867,13457.530273,13780.995117,13780.995117,30306464719.0,13755.579752333333,13482.945637666666,13482.945637666666,14326.263346333333,13184.896158333333,14896.946940333333,12614.212564333333
2020-11-01,13780.995117,13862.033203,13628.37793,13737.109375,13737.109375,24453857900.0,13742.506836,13622.980469,13622.980469,13976.162109,13508.851563,14209.817382000001,13275.19629
2020-11-02,13737.032227,13808.323242,13243.160156,13550.489258,13550.489258,30771455468.0,13533.990885333333,13259.658528666665,13259.658528666665,14099.153971333333,12968.827799333332,14664.317057333334,12403.664713333332
2020-11-03,13550.451172,13984.981445,13325.441406,13950.300781,13950.300781,29869951617.0,13753.574544000001,13522.167643000002,13522.167643000002,14413.114583,13094.034505000001,15072.654622,12434.494466000002
2020-11-04,13950.488281,14218.766602,13580.47168,14133.707031,14133.707031,35116364962.0,13977.648437666665,13736.53027333333,13736.53027333333,14615.943359666664,13339.353515666666,15254.238281666663,12701.058593666667
2020-11-05,14133.733398,15706.404297,14102.088867,15579.848633,15579.848633,40856321439.0,15129.447265666668,14552.490234333336,14552.490234333336,16733.762695666665,13525.131835666669,18338.078125666667,11920.81640566667
2020-11-06,15579.729492,15903.4375,15226.839844,15565.880859,15565.880859,39837841971.0,15565.386067666666,15227.334635333333,15227.334635333333,16241.983723666666,14888.788411666666,16918.581379666666,14212.190755666667
2020-11-07,15565.880859,15737.095703,14423.203125,14833.753906,14833.753906,35024953706.0,14998.017577999999,14258.939452999997,14258.939452999997,16311.910156,13684.124999999998,17625.802734,12370.232421999997
2020-11-08,14833.753906,15637.320313,14744.110352,15479.567383,15479.567383,26632075029.0,15286.999349333333,14936.678385666666,14936.678385666666,16180.209310333334,14393.789388333333,17073.419271333332,13500.579427333332
2020-11-09,15479.595703,15785.136719,14865.529297,15332.31543,15332.31543,34149115566.0,15327.660482,14870.184244999999,14870.184244999999,16247.267904,14408.053059999998,17166.875326,13488.445637999997
2020-11-10,15332.350586,15450.329102,15124.959961,15290.902344,15290.902344,25574938143.0,15288.730469,15127.131836,15127.131836,15614.09961,14963.361328,15939.468750999999,14637.992187000002
2020-11-11,15290.90918,15916.260742,15290.006836,15701.339844,15701.339844,29772374934.0,15635.869140666668,15355.477539333335,15355.477539333335,16262.123046666668,15009.615234666668,16888.376952666666,14383.361328666668
2020-11-12,15701.298828,16305.003906,15534.771484,16276.34375,16276.34375,34175758344.0,16038.706380000001,15772.408854000003,15772.408854000003,16808.938802,15268.473958000002,17579.171223999998,14498.241536000003
2020-11-13,16276.44043,16463.177734,15992.152344,16317.808594,16317.808594,31599492172.0,16257.712890666668,16052.248047333334,16052.248047333334,16728.73828066667,15786.687500666667,17199.763670666667,15315.662110666666
2020-11-14,16317.808594,16317.808594,15749.193359,16068.138672,16068.138672,27481710135.0,16045.046875,15772.285156,15772.285156,16613.662109999997,15476.43164,17182.277345,14907.816405000001
2020-11-15,16068.139648,16123.110352,15793.53418,15955.587891,15955.587891,23653867583.0,15957.410807666665,15791.71126333333,15791.71126333333,16286.986979666664,15627.834635666666,16616.56315166666,15298.258463666667
2020-11-16,15955.577148,16816.181641,15880.706055,16716.111328,16716.111328,31526766675.0,16470.999674666666,16125.817708333332,16125.817708333332,17406.475260666666,15535.524088666667,18341.950846666663,14600.048502666668
2020-11-17,16685.691406,17782.919922,16564.544922,17645.40625,17645.40625,39006849170.0,17330.957031333335,16878.99414066667,16878.99414066667,18549.332031333335,16112.582031333335,19767.707031333335,14894.207031333335
2020-11-18,17645.191406,18393.949219,17352.90625,17804.005859,17804.005859,49064800278.0,17850.287109333334,17306.62499966667,17306.62499966667,18891.330078333332,16809.244140333336,19932.37304733333,15768.201171333338
2020-11-19,17803.861328,18119.546875,17382.554688,17817.089844,17817.089844,36985055355.0,17773.063802333334,17426.580729666668,17426.580729666668,18510.055989333334,17036.071615333334,19247.048176333334,16299.079428333334
2020-11-20,17817.083984,18773.226563,17765.794922,18621.314453,18621.314453,36992873940.0,18386.778646000002,18000.330729000005,18000.330729000005,19394.210287,17379.347005000003,20401.641928,16371.915364000004
2020-11-21,18621.316406,18936.621094,18444.359375,18642.232422,18642.232422,39650210707.0,18674.404297,18412.187500000004,18412.187500000004,19166.666016,18182.142578000003,19658.927734999997,17689.880859000004
2020-11-22,18642.232422,18688.96875,17671.384766,18370.001953,18370.001953,41280434226.0,18243.451823,17797.934896,17797.934896,19261.035807,17225.867839,20278.619791,16208.283854999998
2020-11-23,18370.017578,18711.425781,18000.796875,18364.121094,18364.121094,42741112308.0,18358.78125,18006.136719,18006.136719,19069.410156,17648.152344,19780.039062000003,16937.523437999997
2020-11-24,18365.015625,19348.271484,18128.65625,19107.464844,19107.464844,51469565009.0,18861.464192666666,18374.656901333332,18374.656901333332,20081.079426666667,17641.848958666666,21300.694660666668,16422.233724666665
2020-11-25,19104.410156,19390.964844,18581.146484,18732.121094,18732.121094,43710357371.0,18901.410807333334,18411.85677066667,18411.85677066667,19711.22916733333,18091.592447333336,20521.04752733333,17281.77408733334
2020-11-26,18729.839844,18866.285156,16351.035156,17150.623047,17150.623047,61396835737.0,17455.981119666667,16045.677083333332,16045.677083333332,19971.23111966667,14940.731119666665,22486.48111966667,12425.481119666663
2020-11-27,17153.914063,17445.023438,16526.423828,17108.402344,17108.402344,38886494645.0,17026.61653666667,16608.209635333336,16608.209635333336,17945.21614666667,16108.016926666667,18863.81575666667,15189.417316666666
2020-11-28,17112.933594,17853.939453,16910.652344,17717.414063,17717.414063,32601040734.0,17494.001953333336,17134.064453666673,17134.064453666673,18437.289062333337,16550.714844333335,19380.576171333338,15607.427735333335
2020-11-29,17719.634766,18283.628906,17559.117188,18177.484375,18177.484375,31133957704.0,18006.743489666667,17729.858073333333,17729.858073333333,18731.25520766667,17282.231771666666,19455.76692566667,16557.720053666664
2020-11-30,18178.322266,19749.263672,18178.322266,19625.835938,19625.835938,47728480399.0,19184.47395866667,18619.684245333337,18619.684245333337,20755.41536466667,17613.532552666667,22326.356770666673,16042.591146666666
2020-12-01,19633.769531,19845.974609,18321.921875,18802.998047,18802.998047,49633658712.0,18990.298177,18134.621745,18134.621745,20514.350911,17466.245443,22038.403645000002,15942.192708999999
2020-12-02,18801.744141,19308.330078,18347.71875,19201.091797,19201.091797,37387697139.0,18952.380208333332,18596.430338666665,18596.430338666665,19912.99153633333,17991.768880333333,20873.60286433333,17031.157552333334
2020-12-03,19205.925781,19566.191406,18925.785156,19445.398438,19445.398438,31930317405.0,19312.458333333332,19058.725260666663,19058.725260666663,19952.864583333332,18672.052083333332,20593.270833333332,18031.645833333332
2020-12-04,19446.966797,19511.404297,18697.193359,18699.765625,18699.765625,33872388058.0,18969.454427,18427.504557,18427.504557,19783.665365,18155.243489,20597.876303,17341.032551
2020-12-05,18698.384766,19160.449219,18590.193359,19154.230469,19154.230469,27242455064.0,18968.291015666666,18776.132812333333,18776.132812333333,19538.546875666663,18398.03515566667,20108.80273566666,17827.77929566667
2020-12-06,19154.179688,19390.5,18897.894531,19345.121094,19345.121094,25293775714.0,19211.171875,19031.84375,19031.84375,19703.777344,18718.566406,20196.382812999997,18225.960937000003
2020-12-07,19343.128906,19411.828125,18931.142578,19191.630859,19191.630859,26896357742.0,19178.200520666665,18944.57291633333,18944.57291633333,19658.886067666666,18697.514973666664,20139.571614666667,18216.829426666663
2020-12-08,19191.529297,19283.478516,18269.945313,18321.144531,18321.144531,31692288756.0,18624.85612,17966.233724,17966.233724,19638.389323,17611.322917,20651.922526,16597.789714000002
2020-12-09,18320.884766,18626.292969,17935.546875,18553.916016,18553.916016,34420373071.0,18371.91862,18117.544271000002,18117.544271000002,19062.664714,17681.172526000002,19753.410807999997,16990.426432000004
2020-12-10,18553.298828,18553.298828,17957.064453,18264.992188,18264.992188,25547132265.0,18258.451823,17963.604818,17963.604818,18854.686198,17662.217448,19450.920573,17065.983073
2020-12-11,18263.929688,18268.453125,17619.533203,18058.904297,18058.904297,27919640985.0,17982.296875,17696.140625,17696.140625,18631.216797,17333.376953,19280.136719000002,16684.457030999998
2020-12-12,18051.320313,18919.550781,18046.041016,18803.65625,18803.65625,21752580802.0,18589.749349,18259.947917,18259.947917,19463.259114000004,17716.239584,20336.768879000007,16842.729818999996
2020-12-13,18806.765625,19381.535156,18734.332031,19142.382813,19142.382813,25450468637.0,19086.083333333332,18790.631510666663,18790.631510666663,19733.286458333332,18438.880208333332,20380.489583333332,17791.677083333332
2020-12-14,19144.492188,19305.099609,19012.708984,19246.644531,19246.644531,22473997681.0,19188.151041333334,19071.202473666668,19071.202473666668,19480.541666333334,18895.760416333334,19772.932291333334,18603.369791333334
2020-12-15,19246.919922,19525.007813,19079.841797,19417.076172,19417.076172,26741982541.0,19340.641927333334,19156.276041666668,19156.276041666668,19785.807943333333,18895.475911333335,20230.973959333332,18450.309895333336
2020-12-16,19418.818359,21458.908203,19298.316406,21310.597656,21310.597656,44409011479.0,20689.27408833333,19919.639973666664,19919.639973666664,22849.86588533333,18528.682291333334,25010.457682333326,16368.090494333337
2020-12-17,21308.351563,23642.660156,21234.675781,22805.162109,22805.162109,71378606374.0,22560.832682000004,21479.005208000006,21479.005208000006,24968.817057000004,20152.848307000004,27376.801432000004,17744.863932000004
2020-12-18,22806.796875,23238.601563,22399.8125,23137.960938,23137.960938,40387896275.0,22925.45833366667,22612.31510433334,22612.31510433334,23764.24739666667,22086.66927066667,24603.03645966667,21247.88020766667
2020-12-19,23132.865234,24085.855469,22826.472656,23869.832031,23869.832031,38487546580.0,23594.053385333333,23102.251301666667,23102.251301666667,24853.43619833333,22334.670572333336,26112.819011333326,21075.28775933334
2020-12-20,23861.765625,24209.660156,23147.710938,23477.294922,23477.294922,37844228422.0,23611.55533866667,23013.450521333336,23013.450521333336,24673.50455666667,22549.606120666667,25735.453774666672,21487.656902666666
2020-12-21,23474.455078,24059.982422,22159.367188,22803.082031,22803.082031,45852713981.0,23007.47721366667,21954.972005333337,21954.972005333337,24908.09244766667,21106.861979666668,26808.70768166667,19206.246745666667
