,time,open,high,low,close,adj Close,volume,CDL2CROWS,CDL3BLACKCROWS,CDL3INSIDE,CDL3LINESTRIKE,CDL3OUTSIDE,CDL3STARSINSOUTH,CDL3WHITESOLDIERS,CDLABANDONEDBABY,CDLADVANCEBLOCK,CDLBELTHOLD,CDLBREAKAWAY,CDLCLOSINGMARUBOZU,CDLCONCEALBABYSWALL,CDLCOUNTERATTACK,CDLDARKCLOUDCOVER,CDLDOJI,CDLDOJISTAR,CDLDRAGONFLYDOJI,CDLENGULFING,CDLEVENINGDOJISTAR,CDLEVENINGSTAR,CDLGAPSIDESIDEWHITE,CDLGRAVESTONEDOJI,CDLHAMMER,CDLHANGINGMAN,CDLHARAMI,CDLHARAMICROSS,CDLHIGHWAVE,CDLHIKKAKE,CDLHIKKAKEMOD,CDLHOMINGPIGEON,CDLIDENTICAL3CROWS,CDLINNECK,CDLINVERTEDHAMMER,CDLKICKING,CDLKICKINGBYLENGTH,CDLLADDERBOTTOM,CDLLONGLEGGEDDOJI,CDLLONGLINE,CDLMARUBOZU,CDLMATCHINGLOW,CDLMATHOLD,CDLMORNINGDOJISTAR,CDLMORNINGSTAR,CDLONNECK,CDLPIERCING,CDLRICKSHAWMAN,CDLRISEFALL3METHODS,CDLSEPARATINGLINES,CDLSHOOTINGSTAR,CDLSHORTLINE,CDLSPINNINGTOP,CDLSTALLEDPATTERN,CDLSTICKSANDWICH,CDLTAKURI,CDLTASUKIGAP,CDLTHRUSTING,CDLTRISTAR,CDLUNIQUE3RIVER,CDLUPSIDEGAP2CROWS,CDLXSIDEGAP3METHODS,previous_close,high-low,high-pc,low-pc,tr,atr,upperband,lowerband,in_uptrend,pattern,label
139,2016-01-28,38.158001,38.256001,36.481998,37.939999,37.939999,22964000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.613998,1.7740030000000004,0.6420029999999954,1.132000000000005,1.7740030000000004,1.755428857142859,42.63528607142858,32.10271292857142,False,2,1
140,2016-01-29,37.990002,38.748001,37.616001,38.240002,38.240002,14261500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,0,0,37.939999,1.132000000000005,0.8080020000000019,0.3239980000000031,1.132000000000005,1.5322860000000023,42.63528607142858,33.585142999999995,False,2,1
141,2016-02-01,37.751999,39.903999,36.549999,39.388,39.388,26488000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.240002,3.353999999999999,1.663997000000002,1.6900029999999973,3.353999999999999,1.7768577142857163,42.63528607142858,32.89642585714285,False,0,0
142,2016-02-02,38.484001,38.624001,36.046001,36.556,36.556,28868000,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.388,2.578000000000003,0.7639989999999983,3.3419990000000013,3.3419990000000013,2.0694292857142877,42.63528607142858,31.126713142857135,False,-1,-1
143,2016-02-03,36.717999,36.787998,34.035999,34.695999,34.695999,39657000,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.556,2.751999000000005,0.23199800000000437,2.5200010000000006,2.751999000000005,2.2428574285714302,42.14057078571429,28.683426214285703,False,-1,0
144,2016-02-04,34.139999,35.195999,33.397999,35.066002,35.066002,21927000,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.695999,1.7980000000000018,0.5,1.2980000000000018,1.7980000000000018,2.2442862857142876,41.029857857142865,27.564140142857138,False,1,0
145,2016-02-05,34.259998,34.599998,31.548,32.52,32.52,47188000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.066002,3.051998000000001,0.4660039999999981,3.518001999999999,3.518001999999999,2.5242861428571444,40.64685742857144,25.501140571428568,False,0,0
146,2016-02-08,31.42,31.43,29.200001,29.598,29.598,46565000,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.52,2.2299989999999994,1.0900000000000034,3.319999000000003,3.319999000000003,2.7451427142857163,38.55042864285715,22.07957235714285,False,-1,0
147,2016-02-09,28.464001,31.958,28.209999,29.65,29.65,43258000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.598,3.7480009999999986,2.3599999999999994,1.3880009999999992,3.7480009999999986,3.118857142857144,38.55042864285715,20.727428071428566,False,-1,-1
148,2016-02-10,30.1,30.993999,28.348,28.733999,28.733999,52032500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.65,2.6459989999999998,1.3439990000000002,1.3019999999999996,2.6459989999999998,3.017714142857144,38.55042864285715,20.617857071428567,False,0,0
149,2016-02-11,30.4,32.652,29.4,30.094,30.094,71262000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,28.733999,3.2520000000000024,3.9180010000000003,0.6660009999999978,3.9180010000000003,3.100000142857144,38.55042864285715,21.725999571428567,False,2,1
150,2016-02-12,31.0,31.402,28.74,30.208,30.208,36179000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.094,2.6620000000000026,1.3079999999999998,1.3540000000000028,2.6620000000000026,3.0871431428571436,38.55042864285715,20.809570571428566,False,1,1
151,2016-02-16,31.74,32.59,30.822001,31.034,31.034,27969000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,30.208,1.7679990000000032,2.382000000000005,0.6140010000000018,2.382000000000005,3.1705717142857153,38.55042864285715,22.194285357142856,False,-1,0
152,2016-02-17,31.799999,33.868,31.336,33.736,33.736,29126000,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.034,2.5320000000000036,2.834000000000003,0.3019999999999996,2.834000000000003,3.0728571428571447,38.55042864285715,23.38342857142857,False,1,0
153,2016-02-18,34.484001,34.59,32.953999,33.354,33.354,19438000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,33.736,1.6360010000000003,0.8540000000000063,0.782000999999994,1.6360010000000003,2.832286000000001,38.55042864285715,25.275141500000004,False,0,0
154,2016-02-19,32.731998,33.498001,32.5,33.316002,33.316002,14797000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,33.354,0.9980010000000021,0.14400100000000293,0.8539999999999992,0.9980010000000021,2.439428857142859,38.55042864285715,25.680713928571425,False,0,0
155,2016-02-22,34.023998,35.782001,33.970001,35.548,35.548,25300500,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.316002,1.8119999999999976,2.4659990000000036,0.653999000000006,2.4659990000000036,2.413714571428574,38.55042864285715,27.634857285714283,False,2,-1
156,2016-02-23,35.231998,36.346001,34.736,35.442001,35.442001,29922000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,-100,-100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,35.548,1.610001000000004,0.7980009999999993,0.8120000000000047,1.610001000000004,2.0840002857142887,38.55042864285715,29.288999642857128,False,2,1
157,2016-02-24,34.549999,35.900002,33.568001,35.799999,35.799999,26978000,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.442001,2.332000999999998,0.458001000000003,1.8739999999999952,2.332000999999998,2.0368575714285737,38.55042864285715,28.62342878571428,False,1,1
158,2016-02-25,35.73,37.703999,35.040001,37.486,37.486,28753500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.799999,2.6639980000000065,1.9040000000000035,0.7599980000000031,2.6639980000000065,2.0771430000000026,38.55042864285715,30.140570999999994,False,0,0
159,2016-02-26,37.740002,38.400002,37.0,38.068001,38.068001,30325500,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,37.486,1.4000020000000006,0.9140020000000035,0.4859999999999971,1.4000020000000006,1.8722861428571451,38.55042864285715,32.08314257142857,False,2,1
160,2016-02-29,38.48,39.27,37.844002,38.386002,38.386002,22495000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,38.068001,1.4259979999999999,1.2019990000000007,0.22399899999999917,1.4259979999999999,1.8422857142857165,38.55042864285715,33.030143857142846,False,2,-1
161,2016-03-01,38.849998,39.189999,36.540001,37.27,37.27,33561000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.386002,2.6499980000000036,0.8039970000000025,1.8460010000000011,2.6499980000000036,2.078285285714288,38.55042864285715,31.63014414285713,False,0,0
162,2016-03-02,36.745998,37.703999,36.299999,37.667999,37.667999,24312000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.27,1.4040000000000035,0.433999,0.9700010000000034,1.4040000000000035,1.9265711428571453,38.55042864285715,31.222285571428564,False,0,0
163,2016-03-03,37.655998,39.484001,36.844002,39.147999,39.147999,24145000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.667999,2.639998999999996,1.8160019999999975,0.8239969999999985,2.639998999999996,2.0737137142857156,44.38514264285715,31.94286035714285,True,0,0
164,2016-03-04,39.599998,40.806,39.5,40.208,40.208,32445500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.147999,1.3059999999999974,1.6580009999999987,0.35200100000000134,1.6580009999999987,1.9774280000000013,46.085284,34.220715999999996,True,0,0
165,2016-03-07,39.535999,41.939999,39.48,41.057999,41.057999,26647000,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.208,2.4599990000000034,1.7319990000000018,0.7280000000000015,2.4599990000000034,1.9482852857142865,46.554855357142856,34.865143642857134,True,1,0
166,2016-03-08,40.700001,41.5,40.439999,40.52,40.52,20893500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.057999,1.0600009999999997,0.44200099999999765,0.6180000000000021,1.0600009999999997,1.899713714285715,46.669140642857144,35.270858357142856,True,2,1
167,2016-03-09,40.903999,41.874001,40.557999,41.743999,41.743999,16043000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,40.52,1.3160019999999975,1.3540009999999967,0.03799899999999923,1.3540009999999967,1.889428428571429,46.884285285714284,35.54771471428572,True,-1,-1
168,2016-03-10,42.0,42.658001,40.133999,41.035999,41.035999,25962500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.743999,2.524001999999996,0.9140019999999964,1.6099999999999994,2.524001999999996,1.8714289999999991,47.010287,35.781713,True,0,0
169,2016-03-11,41.585999,41.883999,41.066002,41.5,41.5,16715500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,100,-100,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,41.035999,0.8179970000000054,0.8480000000000061,0.030003000000000668,0.8480000000000061,1.7920004285714282,46.85100178571429,36.09899921428571,True,2,1
170,2016-03-14,42.529999,43.344002,42.127998,43.029999,43.029999,20328500,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,41.5,1.2160040000000052,1.8440020000000032,0.6279979999999981,1.8440020000000032,1.678286571428572,47.77085971428572,37.70114028571429,True,2,1
171,2016-03-15,42.854,43.793999,42.299999,43.667999,43.667999,15902500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.029999,1.4939999999999998,0.7640000000000029,0.7299999999999969,1.4939999999999998,1.6548578571428578,48.01157257142857,38.082425428571426,True,0,0
172,2016-03-16,43.599998,44.515999,43.403999,44.386002,44.386002,17583500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,43.667999,1.1120000000000019,0.847999999999999,0.2640000000000029,1.1120000000000019,1.462286571428572,48.346858714285716,39.57313928571428,True,0,0
173,2016-03-17,44.293999,45.700001,44.0,45.276001,45.276001,18914500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.386002,1.7000010000000003,1.3139990000000026,0.38600199999999774,1.7000010000000003,1.5537151428571434,49.51114592857143,40.18885507142857,True,0,0
174,2016-03-18,45.82,46.896,45.612,46.548,46.548,23559000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,45.276001,1.283999999999999,1.619999,0.33599900000000105,1.619999,1.591714857142858,51.02914457142858,41.47885542857143,True,0,0
175,2016-03-21,47.068001,47.976002,47.0,47.664001,47.664001,26539000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,46.548,0.9760020000000011,1.4280019999999993,0.4519999999999982,1.4280019999999993,1.4351434285714302,51.79343128571429,43.1825707142857,True,0,0
176,2016-03-22,47.442001,47.798,46.512001,46.848,46.848,21580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,47.664001,1.285999000000004,0.13399900000000287,1.152000000000001,1.285999000000004,1.4977147142857155,51.64814464285715,43.1825707142857,True,1,0
177,2016-03-23,46.473999,46.945999,44.405998,44.515999,44.515999,24744000,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.848,2.5400010000000037,0.0979990000000015,2.4420020000000022,2.5400010000000037,1.597143142857144,50.46742792857143,43.1825707142857,True,-1,0
178,2016-03-24,43.155998,45.778,43.0,45.549999,45.549999,24804500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.515999,2.7779999999999987,1.262000999999998,1.5159990000000008,2.7779999999999987,1.7805717142857154,49.73071514285714,43.1825707142857,True,1,1
179,2016-03-28,46.321999,46.962002,45.0,46.051998,46.051998,19628500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,45.549999,1.9620019999999982,1.4120029999999986,0.5499989999999997,1.9620019999999982,1.902000571428572,51.68700271428571,43.1825707142857,True,2,-1
180,2016-03-29,45.978001,46.476002,45.066002,46.026001,46.026001,20071500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,46.051998,1.4100000000000037,0.4240040000000036,0.9859960000000001,1.4100000000000037,1.8605718571428582,51.35271757142857,43.1825707142857,True,2,-1
181,2016-03-30,47.018002,47.099998,45.299999,45.377998,45.377998,20165000,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.026001,1.7999989999999997,1.0739969999999985,0.7260020000000011,1.7999989999999997,1.8862861428571438,51.85885692857143,43.1825707142857,True,2,1
182,2016-03-31,45.868,47.484001,45.001999,45.953999,45.953999,40064500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,45.377998,2.4820020000000014,2.106003000000001,0.3759990000000002,2.4820020000000014,2.036857571428573,52.35357271428571,43.1825707142857,True,2,1
183,2016-04-01,48.966,49.580002,46.650002,47.518002,47.518002,79987500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.953999,2.9299999999999997,3.626002999999997,0.6960029999999975,3.626002999999997,2.3711438571428576,55.228433571428575,43.1825707142857,True,0,0
184,2016-04-04,49.824001,50.424,48.728001,49.397999,49.397999,67376500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,47.518002,1.6959990000000005,2.9059979999999968,1.2099989999999963,2.9059979999999968,2.423429142857142,56.84628792857143,43.1825707142857,True,-1,0
185,2016-04-05,48.099998,51.312,48.0,51.094002,51.094002,49743500,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.397999,3.3119999999999976,1.914000999999999,1.3979989999999987,3.3119999999999976,2.4997148571428562,57.155144571428565,43.1825707142857,True,2,1
186,2016-04-06,50.793999,53.548,50.689999,53.084,53.084,58527500,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.094002,2.8580010000000016,2.4539979999999986,0.404003000000003,2.8580010000000016,2.627714714285714,60.00214364285714,44.23585535714286,True,2,-1
187,2016-04-07,53.290001,53.868,50.902,51.439999,51.439999,44281000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.084,2.966000000000001,0.7839999999999989,2.182000000000002,2.966000000000001,2.8500004285714278,60.93500128571429,44.23585535714286,True,0,0
188,2016-04-08,52.099998,52.164001,49.604,50.014,50.014,36819500,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.439999,2.5600009999999997,0.7240019999999987,1.835999000000001,2.5600009999999997,2.9585721428571423,59.75971692857142,44.23585535714286,True,-1,-1
189,2016-04-11,50.200001,51.798,49.060001,49.984001,49.984001,45808500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,100,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,50.014,2.737999000000002,1.783999999999999,0.9539990000000032,2.737999000000002,2.9951431428571422,59.41442992857143,44.23585535714286,True,2,-1
190,2016-04-12,49.900002,50.360001,48.726002,49.563999,49.563999,28816000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,49.984001,1.6339989999999958,0.37599999999999767,1.257998999999998,1.6339989999999958,2.710571142857142,57.67471492857143,44.23585535714286,True,-1,0
191,2016-04-13,49.702,51.099998,49.466,50.905998,50.905998,24628000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,49.563999,1.6339979999999983,1.5359989999999968,0.0979990000000015,1.6339979999999983,2.5288568571428565,57.86956957142857,44.23585535714286,True,0,0
192,2016-04-14,50.599998,51.368,50.209999,50.372002,50.372002,20661000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.905998,1.1580009999999987,0.46200200000000535,0.6959989999999934,1.1580009999999987,2.221142714285714,57.452427642857145,44.23585535714286,True,2,1
193,2016-04-15,50.262001,50.919998,49.824001,50.902,50.902,18762000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,50.372002,1.095996999999997,0.5479959999999977,0.5480009999999993,1.095996999999997,1.969427857142856,56.28028307142857,44.46371592857143,True,1,0
194,2016-04-18,50.445999,51.661999,50.332001,50.776001,50.776001,21357000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.902,1.3299980000000033,0.7599990000000005,0.5699990000000028,1.3299980000000033,1.735713285714285,56.204139857142856,45.789860142857144,True,0,0
195,2016-04-19,50.624001,50.874001,48.25,49.473999,49.473999,31787500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.776001,2.624001,0.09799999999999898,2.526001000000001,2.624001,1.744856142857142,54.796568928571425,45.789860142857144,True,0,0
