,time,open,high,low,close,adj Close,volume,CDL2CROWS,CDL3BLACKCROWS,CDL3INSIDE,CDL3LINESTRIKE,CDL3OUTSIDE,CDL3STARSINSOUTH,CDL3WHITESOLDIERS,CDLABANDONEDBABY,CDLADVANCEBLOCK,CDLBELTHOLD,CDLBREAKAWAY,CDLCLOSINGMARUBOZU,CDLCONCEALBABYSWALL,CDLCOUNTERATTACK,CDLDARKCLOUDCOVER,CDLDOJI,CDLDOJISTAR,CDLDRAGONFLYDOJI,CDLENGULFING,CDLEVENINGDOJISTAR,CDLEVENINGSTAR,CDLGAPSIDESIDEWHITE,CDLGRAVESTONEDOJI,CDLHAMMER,CDLHANGINGMAN,CDLHARAMI,CDLHARAMICROSS,CDLHIGHWAVE,CDLHIKKAKE,CDLHIKKAKEMOD,CDLHOMINGPIGEON,CDLIDENTICAL3CROWS,CDLINNECK,CDLINVERTEDHAMMER,CDLKICKING,CDLKICKINGBYLENGTH,CDLLADDERBOTTOM,CDLLONGLEGGEDDOJI,CDLLONGLINE,CDLMARUBOZU,CDLMATCHINGLOW,CDLMATHOLD,CDLMORNINGDOJISTAR,CDLMORNINGSTAR,CDLONNECK,CDLPIERCING,CDLRICKSHAWMAN,CDLRISEFALL3METHODS,CDLSEPARATINGLINES,CDLSHOOTINGSTAR,CDLSHORTLINE,CDLSPINNINGTOP,CDLSTALLEDPATTERN,CDLSTICKSANDWICH,CDLTAKURI,CDLTASUKIGAP,CDLTHRUSTING,CDLTRISTAR,CDLUNIQUE3RIVER,CDLUPSIDEGAP2CROWS,CDLXSIDEGAP3METHODS,previous_close,high-low,high-pc,low-pc,tr,atr,upperband,lowerband,in_uptrend,pattern,label
14,2015-07-30,52.537998,53.388,52.422001,53.358002,53.358002,10173000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,52.764,0.9659989999999965,0.6239999999999952,0.3419990000000013,0.9659989999999965,1.6937135714285694,57.83743092857143,47.82385978571429,False,1,0
15,2015-07-31,53.52,53.872002,53.023998,53.23,53.23,11113000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,53.358002,0.8480040000000031,0.5140000000000029,0.3340040000000002,0.8480040000000031,1.5697142857142847,57.83743092857143,48.73885714285714,False,-1,-1
16,2015-08-03,53.257999,53.341999,51.414001,51.998001,51.998001,12767500,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.23,1.9279980000000023,0.1119990000000044,1.815998999999998,1.9279980000000023,1.7128569999999996,57.516571,47.239429,False,2,1
17,2015-08-04,52.001999,53.344002,51.667999,53.256001,53.256001,11762500,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.998001,1.6760030000000015,1.3460010000000011,0.33000200000000035,1.6760030000000015,1.747429,57.516571,47.2637135,False,1,1
18,2015-08-05,52.716,54.200001,52.080002,54.026001,54.026001,31071500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.256001,2.119999,0.9440000000000026,1.1759989999999974,2.119999,1.6325717142857141,57.516571,48.24228635714285,False,0,0
19,2015-08-06,49.908001,51.0,47.223999,49.226002,49.226002,73119000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,54.026001,3.776001000000001,3.026001000000001,6.802002000000002,6.802002000000002,2.216857428571429,55.762571785714286,42.461427214285706,False,-1,-1
20,2015-08-07,48.716,48.745998,47.678001,48.501999,48.501999,25367000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.226002,1.0679969999999983,0.480004000000001,1.5480009999999993,1.5480009999999993,2.2697151428571436,55.02114492857144,41.40285407142857,False,0,0
21,2015-08-10,47.630001,48.594002,47.209999,48.228001,48.228001,20929500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,48.501999,1.3840029999999999,0.09200300000000539,1.2919999999999945,1.3840029999999999,2.329430000000001,54.890290500000006,40.91371049999999,False,1,0
22,2015-08-11,47.43,47.860001,46.888,47.473999,47.473999,21324500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,48.228001,0.9720009999999988,0.3680000000000021,1.3400010000000009,1.3400010000000009,2.3997152857142865,54.57314635714285,40.174854642857134,False,2,1
23,2015-08-12,47.0,47.953999,46.548,47.633999,47.633999,18640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,47.473999,1.4059990000000013,0.480000000000004,0.9259989999999974,1.4059990000000013,2.3251440000000008,54.22643150000001,40.2755675,False,0,0
24,2015-08-13,47.972,49.296001,47.824001,48.501999,48.501999,23446000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,47.633999,1.4719999999999942,1.662001999999994,0.19000199999999978,1.662001999999994,2.3231438571428566,54.22643150000001,41.59056942857143,False,-1,0
25,2015-08-14,49.448002,49.585999,48.354,48.630001,48.630001,21824000,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.501999,1.2319990000000018,1.0840000000000032,0.14799899999999866,1.2319990000000018,2.1962867142857143,54.22643150000001,42.38113935714286,False,-1,0
